,pair1,pair2,apr,tvl,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
2155,ETH,MASK,3.47030292,33252.2713714,ETH,3.531049777599282,POOL,Sushi,2021-07-19,Sushi,ETH,A
2156,ETH,MASK20,4.03634292,106897.34260029999,ETH,4.118678042213864,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2157,ETH,MASQ,0.4929405600000001,217075.6010976,ETH,0.4941541657161652,POOL,Sushi,2021-07-19,Sushi,ETH,A
2158,ETH,MATH,1.89004356,54070.6007419,ETH,1.9079680788631315,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2159,ETH,MATH,0.23695235999999997,2491.948002,ETH,0.2372325430177069,POOL,Sushi,2021-07-19,Sushi,ETH,A
2160,ETH,MATIC,8.76833628,243827.63049729998,ETH,9.163091740738484,POOL,Sushi,2021-07-19,Sushi,ETH,A
2161,ETH,MATIC,9.34437432,2368000.2006015,ETH,9.793570396380623,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2162,ETH,MATTER,144.62013996,61486.9807222,ETH,323.48329351903084,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2163,ETH,MBC,6.5503182,9551.063986699999,ETH,6.768985996793453,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2164,ETH,MCB,2.9924758799999998,4138342.7665882,ETH,3.0375740340667035,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2165,ETH,MCHC,4.8250556399999995,529588.1319789,ETH,4.943021812872628,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2166,ETH,MCO,0.10400399999999999,256.9553576,ETH,0.10405795458603428,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2167,ETH,MEEB,1.26380532,62489.1985525,ETH,1.2718029313156576,POOL,Sushi,2021-07-19,Sushi,ETH,A
2168,ETH,MEL,8.66554188,507548.19388679997,ETH,9.050962615370683,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2169,ETH,MEME,554.13392388,1961.3086927000002,ETH,24361.76954618194,POOL,Sushi,2021-07-19,Sushi,ETH,A
2170,ETH,MEME,7.13057412,585076.762767,ETH,7.390203519759453,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2171,ETH,MEMED,0.54084756,478.1838156,ETH,0.5423087520028513,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2172,ETH,MET,0.96888168,460342.8955848,ETH,0.973577549699578,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2173,ETH,META,0.26170548000000005,24.4532064,ETH,0.26204728705538916,POOL,Sushi,2021-07-19,Sushi,ETH,A
2174,ETH,METAL,0.9678096,2540.7100211,ETH,0.9724950666904597,POOL,Sushi,2021-07-19,Sushi,ETH,A
2175,ETH,METH,0.1684446,39578.3400414,ETH,0.16858615827233248,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2176,ETH,METRIC,4.52969148,17137.8713474,ETH,4.633554647873783,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2177,ETH,MFT,1.8432009599999999,44977.6440334,ETH,1.8602453557131193,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2178,ETH,MIC,0.56243172,4505.7506685,ETH,0.5640119789252385,POOL,Sushi,2021-07-19,Sushi,ETH,A
2179,ETH,MILK2,50.39580960000001,34357.5776323,ETH,65.46847489153527,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2180,ETH,MIM,0.00496344,3523436.7015334,ETH,0.004963562843229852,POOL,Sushi,2021-07-19,Sushi,ETH,A
2181,ETH,MINDS,0.07656204,1193771.0451563,ETH,0.07659127584929148,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2182,ETH,MINT,1.8097686,1019757.7933068,ETH,1.826198467175888,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2183,ETH,MINUTE,3.2627622,36995.079053,ETH,3.3164232830002804,POOL,Sushi,2021-07-19,Sushi,ETH,A
2184,ETH,MIR,0.8590971599999999,5762.7764418,ETH,0.8627877926506544,POOL,Sushi,2021-07-19,Sushi,ETH,A
2185,ETH,MIR,8.7675348,984024.0879850001,ETH,9.162217034021559,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2186,ETH,MIS,0.13241244,387.7076137,ETH,0.13249990347963259,POOL,Sushi,2021-07-19,Sushi,ETH,A
2187,ETH,MITx,8.915246279999998,151685.98476330002,ETH,9.323542201197931,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2188,ETH,MKR,1.08297852,15028354.353713399,ETH,1.0888477182496636,POOL,Sushi,2021-07-19,Sushi,ETH,A
2189,ETH,MKR,1.1594043600000001,15480097.6578522,ETH,1.166132874401704,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2190,ETH,MLN,4.281699,1515920.9441937,ETH,4.374424023905998,POOL,Sushi,2021-07-19,Sushi,ETH,A
2191,ETH,MM,15.33273564,126383.3202125,ETH,16.566898810833198,POOL,Sushi,2021-07-19,Sushi,ETH,A
2192,ETH,MM,4.72637076,38.7939997,ETH,4.839523536565493,POOL,Sushi,2021-07-19,Sushi,ETH,A
2193,ETH,MNFT,0.0,261.6611964,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2194,ETH,MOAR,1.9709256,222833.2200326,ETH,1.9904223021981027,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2195,ETH,MOD,15.5156718,597791.705419,ETH,16.78024674837324,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2196,ETH,MOGX,0.0,0.0274475,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2197,ETH,MONA,3.44864424,429675.74621350004,ETH,3.5086308716059778,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2198,ETH,MOON,0.05114484,29256.372779999998,ETH,0.051157885355346266,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2199,ETH,MOON,0.0,1.2575454,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2200,ETH,MOON,3.46145256,35969.464739099996,ETH,3.521888182356636,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2201,ETH,MOONCAT,0.5485719600000001,14488.323407099999,ETH,0.5500752261459629,POOL,Sushi,2021-07-19,Sushi,ETH,A
2202,ETH,MOONCAT,0.0,0.5731591,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2203,ETH,MORK,30.237625440000002,85267.87039760001,ETH,35.29008637060931,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2204,ETH,MORPH,4.59085836,4991.2347528,ETH,4.697567306281725,POOL,Sushi,2021-07-19,Sushi,ETH,A
2205,ETH,MPH,9.810586319999999,262696.2744098,ETH,10.306501349416376,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2206,ETH,MPH,0.8023969200000001,78718.86774300001,ETH,0.8056158609929254,POOL,Sushi,2021-07-19,Sushi,ETH,A
2207,ETH,MPH,0.5759108399999999,210591.4538538,ETH,0.5775678249750227,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2208,ETH,MPT11,0.14532576,47.487899,ETH,0.1454311193294089,POOL,Sushi,2021-07-19,Sushi,ETH,A
2209,ETH,MRPH,13.784930639999999,197676.0352745,ETH,14.777270051257329,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2210,ETH,MSP,0.16881371999999997,298.4923192,ETH,0.1689558995334295,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2211,ETH,MTA,10.89573192,799264.6289642999,ETH,11.509662442718582,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2212,ETH,MTA,1.8792550799999999,118695.1729675,ETH,1.89697491873555,POOL,Sushi,2021-07-19,Sushi,ETH,A
2213,ETH,MTHD,7.96298856,99043.6356021,ETH,8.287679697302885,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2214,ETH,MTLX,6.5013456000000005,638972.9315759001,ETH,6.71672059179711,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2215,ETH,MUSE,9.5060634,1708361.2664424,ETH,9.971192302737709,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2216,ETH,MUSH,0.08489808,181.4245924,ETH,0.08493402980265241,POOL,Sushi,2021-07-19,Sushi,ETH,A
2217,ETH,MUST,86.88,397036.80,PLOYGON,138.1588368606458,FARM,https://swap.cometh.io/#/stake,2021-07-19,,,
2218,ETH,MUST,10.83585588,48148.325893600006,ETH,11.442934715959696,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2219,ETH,MUST,3.3023890799999998,171298.8403705,ETH,3.357368787872428,POOL,Sushi,2021-07-19,Sushi,ETH,A
2220,ETH,MVI,9.62169564,2041484.1621774002,ETH,10.098394654963805,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2221,ETH,MXC,1.95743856,28785.1370285,ETH,1.9766684807986046,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2222,ETH,MYFI,0.15157991999999998,6020.980229,ETH,0.151694545204073,POOL,Sushi,2021-07-19,Sushi,ETH,A
2223,ETH,MZG,0.2690718,185.18949600000002,ETH,0.2694331286217766,POOL,Sushi,2021-07-19,Sushi,ETH,A
2224,ETH,Mars,0.00016836000000000002,6.1685642,ETH,0.0001683601414947944,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2225,ETH,NAMI,0.08787012,59250.5619149,ETH,0.08790863124075177,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2226,ETH,NAOS,16.28728728,95511.8095086,ETH,17.684431225085184,POOL,Sushi,2021-07-19,Sushi,ETH,A
2227,ETH,NBT,0.18405432000000002,701143.2262034,ETH,0.18422333902097243,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2228,ETH,NCT,3.5396288399999998,6712.207700999999,ETH,3.602841618736341,POOL,Sushi,2021-07-19,Sushi,ETH,A
2229,ETH,NCT,15.13814412,26676.054010800002,ETH,16.340384520042672,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2230,ETH,NDX,6.13725492,43558.6674003,ETH,6.328948443109517,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2231,ETH,NDX,4.65767544,96076.17454600001,ETH,4.7675376723641305,POOL,Sushi,2021-07-19,Sushi,ETH,A
2232,ETH,NEAR,0.8308473599999999,401542.8325328,ETH,0.8342989405512258,POOL,Sushi,2021-07-19,Sushi,ETH,A
2233,ETH,NEC,0.49805844,17718.3497345,ETH,0.4992973977249848,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2234,ETH,NEXO,40.90464012,55312.557093999996,ETH,50.50368278684101,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2235,ETH,NFTI,4.34513736,76123.47590749999,ETH,4.440650624698295,POOL,Sushi,2021-07-19,Sushi,ETH,A
2236,ETH,NFTP,4.4511537599999995,102625.83181009999,ETH,4.5514202017935546,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2237,ETH,NFTX,6.094417560000001,3980898.1391602,ETH,6.283417310616057,POOL,Sushi,2021-07-19,Sushi,ETH,A
2238,ETH,NFTX,27.533255760000003,112007.0855825,ETH,31.683188308238663,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2239,ETH,NFY,1.37188932,1201264.5926387,ETH,1.381316765561369,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2240,ETH,NII,2.394927,2609581.5089133,ETH,2.4237552243072225,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2241,ETH,NMBL,0.15582888,1531.7301083999998,ETH,0.15595002313313344,POOL,Sushi,2021-07-19,Sushi,ETH,A
2242,ETH,NMR,2.5580098799999997,632.9532203,ETH,2.5909157606104127,POOL,Sushi,2021-07-19,Sushi,ETH,A
2243,ETH,NMR,25.47150492,110763.990779,ETH,28.997935471437806,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2244,ETH,NOAHP,0.0,5.9360355,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2245,ETH,NOAHP,19.121672880000002,7279.1929151,ETH,21.066120265824306,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2246,ETH,NOIA,11.440356479999998,890672.3272989,ETH,12.118441456418827,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2247,ETH,NOODLE,0.29206356,6955.200706500001,ETH,0.2924893092242087,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2248,ETH,NORD,24.313675800000002,6296.0394103,ETH,27.5139792568353,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2249,ETH,NRGT,0.38276027999999995,468590.646388,ETH,0.3834917280573169,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2250,ETH,NSBT,0.3038664,103.3849905,ETH,0.3043272732190738,POOL,Sushi,2021-07-19,Sushi,ETH,A
2251,ETH,NU,0.83204604,186605.13609860002,ETH,0.8355076008413898,POOL,Sushi,2021-07-19,Sushi,ETH,A
2252,ETH,NU,2.2183670400000004,242555.267823,ETH,2.243086841479136,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2253,ETH,NUTS,0.08101344,31.079693,ETH,0.08104617477335818,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2254,ETH,Nsure,1.72833048,221919.2683034,ETH,1.7433108984166168,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2255,ETH,OAK,0.0,13498.414736300001,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2256,ETH,OCC,19.35609732,424060.9995563,ETH,21.350111893265634,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2257,ETH,OCEAN,4.37782896,879128.8415729,ETH,4.474795445320523,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2258,ETH,OCEAN,2.45984508,281234.1768547,ETH,2.490263922331737,POOL,Sushi,2021-07-19,Sushi,ETH,A
2259,ETH,OCTO,0.18039564000000002,452.179163,ETH,0.18055800422733803,POOL,Sushi,2021-07-19,Sushi,ETH,A
2260,ETH,OCTO,4.61701152,99304.9066875,ETH,4.724949155217617,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2261,ETH,ODDZ,1.9255382399999998,176549.29319179998,ETH,1.9441445151226366,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2262,ETH,OGN,9.71303124,2376392.667829,ETH,10.198972970127063,POOL,Sushi,2021-07-19,Sushi,ETH,A
2263,ETH,OGN,21.4450116,1675824.6048323002,ETH,23.91022707729078,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2264,ETH,OHM,8.41706244,9240.5471055,ETH,8.780393003788078,POOL,Sushi,2021-07-19,Sushi,ETH,A
2265,ETH,OIN,3.2718651600000004,364190.01975459995,ETH,3.325827721877439,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2266,ETH,OKB,3.8578315199999995,9789.4065037,ETH,3.933000188835112,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2267,ETH,OLY,6.868256520000001,91850.1757828,ETH,7.10892314016025,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2268,ETH,OM,6.7487742,27390.848599200002,ETH,6.9810471769602644,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2269,ETH,OMG,7.8019626,289786.2925741,ETH,8.11348632590696,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2270,ETH,OMG,4.42075332,1233077.1823284002,ETH,4.519644801962341,POOL,Sushi,2021-07-19,Sushi,ETH,A
2271,ETH,OMX,0.37154879999999996,259.70640779999997,ETH,0.37223800010717234,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2272,ETH,ONX,1.45260912,831639.6005299,ETH,1.4631814302539459,POOL,Sushi,2021-07-19,Sushi,ETH,A
2273,ETH,ONX,5.2802532,383721.4480141,ETH,5.421742354426984,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2274,ETH,OPIUM,0.00,1320763.45,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-07-19,https://1inch.exchange/#/dao/farming,ETH,B
2275,ETH,OPIUM,2.6850787200000004,104276.2737454,ETH,2.7213503322953025,POOL,Sushi,2021-07-19,Sushi,ETH,A
2276,ETH,OPT,1.1682118799999999,22444.5144455,ETH,1.1750432100634312,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2277,ETH,OPT,376.89002196,783.0170797,ETH,4150.300463249623,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2278,ETH,ORAI,4.95615948,450917.5072251,ETH,5.080677916351828,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2279,ETH,ORBI,0.06291048,21.461151,ETH,0.06293021854049119,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2280,ETH,ORBS,10.329642119999999,830.3523909,ETH,10.880383408064231,POOL,Sushi,2021-07-19,Sushi,ETH,A
2281,ETH,ORDR,1.6191835200000002,129070.36236530001,ETH,1.6323268357822274,POOL,Sushi,2021-07-19,Sushi,ETH,A
2282,ETH,ORI,258.77,19083.35,FANTOM,1217.8283172748042,FARM,https://hyperjump.fi,2021-07-19,https://hyperjump.fi,FANTOM,C
2283,ETH,ORN,15.686421240000001,474132.66856960003,ETH,16.9797333626629,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2284,ETH,ORN,0.04128648,553.9318366,ETH,0.04129498067793058,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2285,ETH,OVR,6.08605356,76022.07928519999,ETH,6.274529620245306,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2286,ETH,OXT,2.6183023199999997,74721.1002709,ETH,2.652784589164159,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2287,ETH,OXT,0.16150595999999998,230.103849,ETH,0.1616360932243266,POOL,Sushi,2021-07-19,Sushi,ETH,A
2288,ETH,OXY,0.98312016,296725.9642418,ETH,0.987955291448972,POOL,Sushi,2021-07-19,Sushi,ETH,A
2289,ETH,PAID,28.63550076,713284.910124,ETH,33.141560206622465,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2290,ETH,PAID,0.16447644,282.3162339,ETH,0.1646114054948189,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2291,ETH,PAINT,13.25758152,211150.3590225,ETH,14.173809247537218,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2292,ETH,PAMP,0.15636648,2.7263353,ETH,0.15648846066402822,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2293,ETH,PAR,1.2253433999999999,171648.0032487,ETH,1.2328606687888266,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2294,ETH,PARETO,0.07618272,558.4215243,ETH,0.07621166683722258,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2295,ETH,PATH,1.62957552,2823.085265,ETH,1.6428885459242704,POOL,Sushi,2021-07-19,Sushi,ETH,A
2296,ETH,PAX,0.7830295199999999,7590391.1916529,ETH,0.7860947485318404,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2297,ETH,PAXG,1.05526332,9369542.4035287,ETH,1.0608354444402668,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2298,ETH,PBAGS,0.0,149.2443867,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2299,ETH,PEAK,14.32946844,82917.77428320001,ETH,15.403738532910705,POOL,Sushi,2021-07-19,Sushi,ETH,A
2300,ETH,PENDLE,2.4733773599999997,995887.9703417,ETH,2.5041331929556376,POOL,Sushi,2021-07-19,Sushi,ETH,A
2301,ETH,PERP,7.982438279999999,4246004.7804036,ETH,8.308738795742432,POOL,Sushi,2021-07-19,Sushi,ETH,A
2302,ETH,PHA,26.445603,365520.8944349,ETH,30.25974013443813,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2303,ETH,PHI,0.08031527999999999,81.806111,ETH,0.08034745292495593,POOL,Sushi,2021-07-19,Sushi,ETH,A
2304,ETH,PHIBA,2.98560588,1.8446278,ETH,3.030496175476749,POOL,Sushi,2021-07-19,Sushi,ETH,A
2305,ETH,PHUNK,39.80067288,10089.0486029,ETH,48.853123773204324,POOL,Sushi,2021-07-19,Sushi,ETH,A
2306,ETH,PICKLE,0.07192248000000001,19.87755,ETH,0.07194827950338656,POOL,Sushi,2021-07-19,Sushi,ETH,A
2307,ETH,PICKLE,1.07589732,107102.0153159,ETH,1.081689879881531,POOL,Sushi,2021-07-19,Sushi,ETH,A
2308,ETH,PICKLE,2.1124656,1103994.650954,ETH,2.1348736698874493,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2309,ETH,PIE,116.655903,26853.366298200002,ETH,220.49574071987558,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2310,ETH,PIPT,0.61507848,1500219.1238509999,ETH,0.6169687575413141,POOL,Sushi,2021-07-19,Sushi,ETH,A
2311,ETH,PIXL,1.4752662,4676.8835441,ETH,1.486171706716366,POOL,Sushi,2021-07-19,Sushi,ETH,A
2312,ETH,PLA,0.6645087599999999,95.1676839,ETH,0.6667154288811927,POOL,Sushi,2021-07-19,Sushi,ETH,A
2313,ETH,PLAS,50.630178240000006,0.0020636,ETH,65.85619870222688,POOL,Sushi,2021-07-19,Sushi,ETH,A
2314,ETH,PLEB,0.0,200.0719162,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2315,ETH,PLG,0.00452208,1.0300295,ETH,0.004522181971222672,POOL,Sushi,2021-07-19,Sushi,ETH,A
2316,ETH,PLOT,1.79300712,379498.6678778,ETH,1.8091331617541284,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2317,ETH,PLR,7.902800040000001,52298.2432959,ETH,8.222536709959227,POOL,Sushi,2021-07-19,Sushi,ETH,A
2318,ETH,PLR,0.67400976,832271.6524157,ETH,0.6762800525041968,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2319,ETH,PLT,0.19677588000000001,759.7785359,ETH,0.19696907932078567,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2320,ETH,PLU,17.19782136,27221.7359369,ETH,18.76038557314623,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2321,ETH,PMON,20.2185714,60486.9830889,ETH,22.40067955012075,POOL,Sushi,2021-07-19,Sushi,ETH,A
2322,ETH,PMON,19.625579759999997,531362.4700547,ETH,21.677395155432766,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2323,ETH,PNG,35.53,4444583.56,AVAX,42.63620521070992,FARM,https://app.pangolin.exchange/#/png,2021-07-19,https://app.pangolin.exchange/#/png,AVAX,B
2324,ETH,PNK,4.30199616,2247803.4237372,ETH,4.395608726626832,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2325,ETH,PNK,1.30277964,203745.7179198,ETH,1.3112792322321765,POOL,Sushi,2021-07-19,Sushi,ETH,A
2326,ETH,PNT,2.31338364,564611.4313841,ETH,2.3402748780915417,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2327,ETH,POLK,14.079407760000002,67955.9505833,ETH,15.11563165111518,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2328,ETH,POLS,1.86140556,4465403.1846229,ETH,1.878789352754473,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2329,ETH,POLY,35.87557164,28639.3384902,ETH,43.129484805436256,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2330,ETH,POND,8.561421840000001,47974.6206425,ETH,8.937504560500088,POOL,Sushi,2021-07-19,Sushi,ETH,A
2331,ETH,POOL,0.8864146799999999,121286.8395759,ETH,0.8903441096598907,POOL,Sushi,2021-07-19,Sushi,ETH,A
2332,ETH,POOL,1.15670544,2869620.2443558,ETH,1.1634026048766177,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2333,ETH,POOLZ,5.82223548,285768.2792265,ETH,5.994573315189422,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2334,ETH,POP!,0.0,2.6586785,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2335,ETH,POPCOIN,0.0,300.3867268,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2336,ETH,POWR,2.1903552,441897.7637892,ETH,2.2144524116183506,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2337,ETH,POWR,1.4530425599999999,13776.8251443,ETH,1.4636211957160805,POOL,Sushi,2021-07-19,Sushi,ETH,A
2338,ETH,PPAY,35.73944316,96215.34781559999,ETH,42.93496806598427,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2339,ETH,PPBLZ,7.133101079999999,44645.9670873,ETH,7.392916731390997,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2340,ETH,PPDEX,17.55453696,45290.7682874,ETH,19.184576583022928,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2341,ETH,PREMIA,0.46608936,1224818.6228334,ETH,0.46717425621718434,POOL,Sushi,2021-07-19,Sushi,ETH,A
2342,ETH,PRIA,0.34139688,62752.923815899994,ETH,0.3419787008374975,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2343,ETH,PROPS,11.5909356,29568.4962926,ETH,12.28734226396857,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2344,ETH,PROS,0.0,2.2223884000000003,ETH,0.0,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2345,ETH,PROS,0.2837856,1844.8578129,ETH,0.28418754617458575,POOL,Sushi,2021-07-19,Sushi,ETH,A
2346,ETH,PRQ,0.10227084,359.2125001,ETH,0.1023230110354767,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2347,ETH,PRQ,11.48874348,552230.3818850999,ETH,12.17268829105047,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2348,ETH,PRQBOOST,0.55940004,23599.762845499998,ETH,0.5609632929526986,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2349,ETH,PRT,3.9957061199999995,137457.23581639997,ETH,4.076380791843515,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2350,ETH,PTF,0.0,119.8257383,ETH,0.0,POOL,Sushi,2021-07-19,Sushi,ETH,A
2351,ETH,PTF,3.45646584,283657.9989313,ETH,3.516726453511043,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2352,ETH,PUG,1.82915268,594.6136192,ETH,1.8459374680453333,POOL,Sushi,2021-07-19,Sushi,ETH,A
2353,ETH,PUNK,2.77210212,1717.0636599,ETH,2.810774163105534,POOL,Sushi,2021-07-19,Sushi,ETH,A
2354,ETH,PUNK,0.55524396,83516.6469088,ETH,0.5567840495294352,POOL,Sushi,2021-07-19,Sushi,ETH,A
2355,ETH,PUNK,0.31762116,1070046.5994242,ETH,0.318124724127955,POOL,Sushi,2021-07-19,Sushi,ETH,A
2356,ETH,PUNK,2.9629879199999998,86294.1735183,ETH,3.0071973125953555,POOL,Sushi,2021-07-19,Sushi,ETH,A
2357,ETH,PUNK,4.74977232,74350.2589547,ETH,4.864057306368941,POOL,Sushi,2021-07-19,Sushi,ETH,A
2358,ETH,PUNK,1.47678984,82026.43937169999,ETH,1.487717939876898,POOL,Sushi,2021-07-19,Sushi,ETH,A
2359,ETH,PUNK,2.9086224000000005,68732.2599188,ETH,2.951216635304177,POOL,Sushi,2021-07-19,Sushi,ETH,A
2360,ETH,PUNKBODY,0.43732355999999994,2780.1178323000004,ETH,0.43827858364111627,POOL,Sushi,2021-07-19,Sushi,ETH,A
2361,ETH,PUP,0.00057168,135.28442239999998,ETH,0.000571681630168186,POOL,Sushi,2021-07-19,Sushi,ETH,A
2362,ETH,PUSH,6.829719240000001,1029435.8732092001,ETH,7.067661967909711,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2363,ETH,PVY,0.23160804000000002,26998.6895855,ETH,0.23187572208374085,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2364,ETH,QNT,12.621609120000002,464064.9500194,ETH,13.450255079761742,POOL,Uniswap,2021-07-19,Uniswap,ETH,A
2365,ETH,QNT,0.32456796,3.1367844,ETH,0.3250938043662055,POOL,Sushi,2021-07-19,Sushi,ETH,A
