,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
3097,BTCB,BNB,1330.49,181.82,BSC,513.3014676388625,FARM,https://www.elixir-swap.io,2021-06-16,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
3098,BTCB,BNB,1121.68,0.00,BSC,0.0,FARM,https://gatorswap.xyz,2021-06-16,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
3099,BTCB,BNB,6488.36,48.69,BSC,62.673596689894474,FARM,https://dumplingdefi.finance,2021-06-16,,,,low,Dumpling,SDUMP,https://dumplingdefi.finance,https://rugdoc.io/project/dumpling-defi/
3100,BTCB,BNB,192021.82,52.34,BSC,68.71236349291958,FARM,https://satis.finance,2021-06-16,x,,,some,Satis,xSAT,https://satis.finance,https://rugdoc.io/project/satis-finance-xsatis/
3101,BTCB,BNB,1135.04,34.80,BSC,41.59974713220122,FARM,https://www.grizzlyswap.com,2021-06-16,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
3102,BTCB,BNB,63155.15,24.26,BSC,27.44559896159162,FARM,https://dinopark.finance,2021-06-16,,,,low,Dinopark,DINO,https://dinopark.finance,https://rugdoc.io/project/dinopark/
3103,BTCB,BNB,573879.73,39.08,BSC,47.78538549769091,FARM,https://ten.finance,2021-06-16,x,,90.0,,TenFi,TENFI,https://ten.finance,https://www.certik.org/projects/tenfinance
3104,BTCB,BNB,36643.06,108.91,BSC,196.67835236383894,FARM,https://yieldfields.finance,2021-06-16,x,,,some,YieldFields,FIELD,https://yieldfields.finance,https://rugdoc.io/project/yieldfields/
3105,BTCB,BNB,9896.98,183.16,BSC,521.5335815885553,FARM,https://cougarswap.io,2021-06-16,,,,,,,,
3106,BTCB,BNB,8183.99,142.53,BSC,314.7577272318532,FARM,https://oni.exchange,2021-06-16,,,,low,Oni,ONI,https://oni.exchange,https://rugdoc.io/project/oni-exchange/
3107,BTCB,BNB,12454.30,87.21,BSC,138.94418324306517,FARM,https://mars.cosmos.farm,2021-06-16,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
3108,BTCB,BNB,1624.97,445.60,BSC,8284.915874114316,FARM,https://mars.cosmos.farm,2021-06-16,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
3109,BTCB,BNB,5637.23,96.34,BSC,161.72674323832953,FARM,https://mars.cosmos.farm,2021-06-16,x,,,some,Cosmos Farm (MARS),MARS,https://mars.cosmos.farm,https://rugdoc.io/project/cosmos-mars/
3110,BTCB,BNB,4332.86,375.38,BSC,4087.247009436409,FARM,https://kesef.finance,2021-06-16,,,,Not Eligible,Kesef Finance,KSF,https://kesef.finance,https://rugdoc.io/project/kesef-finance/
3111,BTCB,BNB,1609238.15,24.29,BSC,27.483812958169864,FARM,https://lazymint.finance,2021-06-16,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
3112,BTCB,BNB,8750.83,175.60,BSC,476.49096250861606,FARM,https://werewolf.farm,2021-06-16,x,,,low,Werewolf,WEREWOLF,https://werewolf.farm,https://rugdoc.io/project/werewolf-farm/
3113,BTCB,BNB,52766.42,96.98,BSC,163.40271345779263,FARM,https://www.pinkswap.finance,2021-06-16,,,,,,,,
3114,BTCB,BNB,19421.99,198.55,BSC,624.3606491040938,FARM,https://antswap.fi,2021-06-16,,,,some,Ant,ANT,https://antswap.fi,https://rugdoc.io/project/antswap/
3115,BTCB,BNB,262773.91,828685.40,BSC,,FARM,https://lavacake.finance,2021-06-16,x,,,some,Lavacake,LAVA,https://lavacake.finance,https://rugdoc.io/project/lava-cake/
3116,BTCB,BNB,0.00,0,BSC,0.0,FARM,https://mayoswap.com,2021-06-16,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
3117,BTCB,BNB,1833574.33,37.96,BSC,46.14114930454285,FARM,https://farmhero.io,2021-06-16,,,,high,FarmHero,FARMHERO,https://farmhero.io,https://rugdoc.io/project/farmhero/
3118,BTCB,BNB,268259.51,5667.94,BSC,7.615090910510577e+24,FARM,https://siberianswap.finance,2021-06-16,,,,some,Siberian,SIBERIAN,https://siberianswap.finance,https://rugdoc.io/project/siberianswap/
3119,BTCB,BNB,5000.20,510.00,BSC,15733.266914924332,FARM,https://kiyomi.finance,2021-06-16,,,,,,,,
3120,BTCB,BNB,18673.60,74.76,BSC,111.03111889163158,FARM,https://pearldefi.com,2021-06-16,,,,low,Pearl Defi,PEARL,https://pearldefi.com,https://rugdoc.io/project/pearl-defi/
3121,BTCB,BNB,18615.23,446.97,BSC,8399.173096597118,FARM,https://antdefi.io,2021-06-16,,,,low,Ant/SafeAnt Defi,ANT/SAFEANT,https://antdefi.io,https://rugdoc.io/project/ant-defi/
3122,BTCB,BNB,17808.17,141.38,BSC,310.03360191548677,FARM,https://www.andromedadefi.com,2021-06-16,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
3123,BTCB,BNB,30953.16,22271.58,BSC,3.2299305530475513e+77,FARM,https://www.venomswap.net,2021-06-16,,,,low,VenomSwap,VENOM,https://www.venomswap.net,https://rugdoc.io/project/venom-swap/
3124,BTCB,BNB,64110.36,87.97,BSC,140.7626967207361,FARM,https://app.elephantswap.finance,2021-06-16,,,,low,Elephant,ELEPHANT,https://app.elephantswap.finance,https://rugdoc.io/project/elephant-swap/
3125,BTCB,BNB,25849.98,164.61,BSC,416.7553054974296,FARM,https://www.blacksheepdefi.com,2021-06-16,,,,low,Blacksheep,BLACKSHEEP,https://www.blacksheepdefi.com,https://rugdoc.io/project/blacksheep-finance/
3126,BTCB,BNB,394582.59,19.93,BSC,22.04816893635686,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
3127,BTCB,BNB,188,240,BSC,993.6917656859482,FARM,https://swedefi.com/,2021-06-16,,,,,,,,
3128,BTCB,BRICK,16207.53,178.67,BSC,494.37557169937367,FARM,https://brickchain.finance,2021-06-16,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
3129,BTCB,BUSD,101762227.72,9.78,BSC,10.272776858182597,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3130,BTCB,BUSD,1408792.15,13.53,BSC,14.485149437614586,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3131,BTCB,BUSD,9404291.38,2.03,BSC,2.0506870280452727,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3132,BTCB,BUSD,320477.81,60.57,BSC,83.16148148498543,FARM,https://kebabfinance.com,2021-06-16,,,,,,,,
3133,BTCB,BUSD,80183753.69,43.97,BSC,55.183075863957896,FARM,https://app.wault.finance,2021-06-16,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
3134,BTCB,BUSD,599.71,203.81,BSC,663.2617850506114,FARM,https://www.coralfarm.finance/,2021-06-16,,,,,,,,
3135,BTCB,BUSD,151937.96,42.03,BSC,52.20501309456071,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3136,BTCB,BUSD,102081.46,25.02,BSC,28.417217080241542,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3137,BTCB,BUSD,3090.92,129.00,BSC,262.45341432759767,FARM,https://pandayield.com,2021-06-16,,,,,,,,
3138,BTCB,BUSD,1550.69,43.94,BSC,55.13658390312352,FARM,https://lokum.finance,2021-06-16,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
3139,BTCB,BUSD,1795.11,297.67,BSC,1838.7481767227569,FARM,https://neonic.finance,2021-06-16,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
3140,BTCB,BUSD,1908997.67,60.49,BSC,83.0152532972729,FARM,https://pantherswap.com,2021-06-16,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
3141,BTCB,BUSD,36552.41,109.18,BSC,197.4780738594942,FARM,https://yieldfields.finance,2021-06-16,x,,,some,YieldFields,FIELD,https://yieldfields.finance,https://rugdoc.io/project/yieldfields/
3142,BTCB,BUSD,145349.63,67.22,BSC,95.73309449393952,FARM,https://lazymint.finance,2021-06-16,x,,,some,Lazymint,LAZY,https://lazymint.finance,https://rugdoc.io/project/lazymint/
3143,BTCB,BUSD,2056890.39,67.69,BSC,96.65350031496493,FARM,https://farmhero.io,2021-06-16,,,,high,FarmHero,FARMHERO,https://farmhero.io,https://rugdoc.io/project/farmhero/
3144,BTCB,BUSD,281950.38,5392.72,BSC,6.977157438395461e+23,FARM,https://siberianswap.finance,2021-06-16,,,,some,Siberian,SIBERIAN,https://siberianswap.finance,https://rugdoc.io/project/siberianswap/
3145,BTCB,BUSD,8767.56,949.00,BSC,1171519.7478163156,FARM,https://antdefi.io,2021-06-16,,,,low,Ant/SafeAnt Defi,ANT/SAFEANT,https://antdefi.io,https://rugdoc.io/project/ant-defi/
3146,BTCB,BUSD,125064.08,31.45,BSC,36.93889032259416,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
3147,BTCB,CERBERUS,109530.96,646.29,BSC,60467.810492342236,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
3148,BTCB,DBALL,3502.22,574.22,BSC,29712.11370880318,FARM,https://dragonballfinance.org,2021-06-16,x,,,low,Dragonball,DBALL,https://dragonballfinance.org,https://rugdoc.io/project/dragonball/
3149,BTCB,EGG,5612.62,142.21,BSC,313.4377641469115,FARM,https://yieldfields.finance,2021-06-16,x,,,some,YieldFields,FIELD,https://yieldfields.finance,https://rugdoc.io/project/yieldfields/
3150,BTCB,EGGP,24383.99,594.94,BSC,36456.120759943486,FARM,https://eggplant.fi,2021-06-16,x,,,some,Eggplant,EGGP,https://eggplant.fi,https://rugdoc.io/project/eggplant-fi/
3151,BTCB,ETH,134329380.09,14.82,BSC,15.970993928727095,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3152,BTCB,ETH,7825364.16,2.44,BSC,2.4699280303365656,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3153,BTCB,ETH,582645.98,19.63,BSC,21.682770816376618,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3154,BTCB,ETH,755815.75,15.41,BSC,16.65696033950703,FARM,https://kebabfinance.com,2021-06-16,,,,,,,,
3155,BTCB,ETH,46184684.15,15.27,BSC,16.493823379760887,FARM,https://app.wault.finance,2021-06-16,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
3156,BTCB,ETH,92170.92,39.27,BSC,48.066143031829235,FARM,https://brickchain.finance,2021-06-16,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
3157,BTCB,ETH,806079.91,15.84,BSC,17.159449740507824,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3158,BTCB,ETH,3848.54,138.85,BSC,299.8285625583349,FARM,https://neonic.finance,2021-06-16,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
3159,BTCB,JAZZ,239.11,1785.68,BSC,3727157291.61569,FARM,https://jazzdefi.com,2021-06-16,,,,high,Jazz,JAZZ,https://jazzdefi.com,https://rugdoc.io/project/jazz/
3160,BTCB,JULb,133366.21,231.86,BSC,908.7194863912955,FARM,https://julswap.com,2021-06-16,,,,,,,,
3161,BTCB,KEBAB,462504.52,209.86,BSC,710.5882089076628,FARM,https://kebabfinance.com,2021-06-16,,,,,,,,
3162,BTCB,KLING,430.01,469.33,BSC,10499.396183459297,FARM,https://farm.borgswap.exchange,2021-06-16,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
3163,BTCB,LIME,1939.82,216.02,BSC,761.7824665290199,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
3164,BTCB,MASH,19517.88,103.78,BSC,181.88455133608895,FARM,https://marshmallowdefi.com,2021-06-16,x,,,low,Marshmallow,MASH/TOFY,https://marshmallowdefi.com,https://rugdoc.io/project/marshmellow-defi/
3165,BTCB,MEL,34575.67,445.50,BSC,8276.636167901133,FARM,https://caramelswap.finance,2021-06-16,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
3166,BTCB,NEON,2541.96,420.43,BSC,6438.3534488450905,FARM,https://neonic.finance,2021-06-16,,,,high,Neonic,NEONIC,https://neonic.finance,https://rugdoc.io/project/neonic/
3167,BTCB,NYAN,1115.35,486.50,BSC,12456.995620229773,FARM,https://yieldnyan.com,2021-06-16,,,,,,,,
3168,BTCB,PALM,1203.53,403.16,BSC,5411.914590752932,FARM,https://yieldbay.finance,2021-06-16,,,,low,Yieldbay,PALM,https://yieldbay.finance,https://rugdoc.io/project/yieldbay/
3169,BTCB,PALM,14685.07,330.42,BSC,2582.498812720248,FARM,https://yieldbay.finance,2021-06-16,,,,low,Yieldbay,PALM,https://yieldbay.finance,https://rugdoc.io/project/yieldbay/
3170,BTCB,SOJU,285.80,1307.44,BSC,37914686.1632891,FARM,https://sojudefi.com,2021-06-16,,,,low,Soju,SOJU,https://sojudefi.com,https://rugdoc.io/project/sojudefi/
3171,BTCB,SOUL,1769.64,278.38,BSC,1501.0389549552606,FARM,https://apoyield.com,2021-06-16,,,,,,,,
3172,BTCB,SWAMP,211925.68,241.05,BSC,1005.1600601787511,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3173,BTCB,SXP,240802.72,2.99,BSC,3.0350231880076795,FARM,https://swipe.org/farm,2021-06-16,,,,,,,,
3174,BTCB,USDT,2795974.15,6.82,BSC,7.057258255785714,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3175,BTCB,USDT,16269883.62,43.34,BSC,54.20965621021638,FARM,https://app.wault.finance,2021-06-16,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
3176,BTCB,USDT,12354.22,81.67,BSC,126.09558436975715,FARM,https://bsc.sashimi.cool/,2021-06-16,,,,,,,,
3177,BTCB,USDT,294836.85,21.66,BSC,24.176748709037142,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3178,BTCB,ZEFI,130848.46,231.86,BSC,908.7194863912955,FARM,https://finance.zcore.network,2021-06-16,,,,,,,,
3179,BTCB,bBADGER,4193511.31,23.73,BSC,26.77236551244233,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3180,BTCB,bBADGER,1374803.20,2.77,BSC,2.8086131440393736,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3181,BTCB,bDIGG,3004567.52,33.12,BSC,39.24291695493962,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3182,BTCB,bDIGG,406735.57,9.37,BSC,9.821702137825405,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3183,BTCB,dBTC,5852041.75,125.26,BSC,249.19334515371384,FARM,https://iron.finance/,2021-06-16,,,,,,,,
3184,BTCB,sLKM,204.34,1667.13,BSC,1201637437.0803866,FARM,https://lokum.finance,2021-06-16,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
3185,BTCST,BNB,8919407.20,111.57,BSC,204.65148950396937,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3186,BTCST,BNB,1992807.85,5.74,BSC,5.907457791840898,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3187,BTCST,BNB,72461.32,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-16,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
3188,BTCST,BNB,128114.36,19.94,BSC,22.060367700651852,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3189,BTCST,BNB,33600.19,150.83,BSC,350.50192453747593,FARM,https://farms.pandaswap.xyz,2021-06-16,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
3190,BTCx5-USDC-1Jun21-DOWN,,54131.76,3442.06,ETH,1.9285116737613064e+16,FARM,https://app.compli.fi,2021-06-16,,,,,,,,
3191,BTCx5-USDC-1Jun21-LP,,852291.43,437.23,ETH,7619.383457838312,FARM,https://app.compli.fi,2021-06-16,,,,,,,,
3192,BTCx5-USDC-1Jun21-UP,,17926.99,10393.52,ETH,5.239487093681838e+41,FARM,https://app.compli.fi,2021-06-16,,,,,,,,
3193,BTD,,522.36,0.00,BSC,0.0,FARM,https://dollar.supra.finance,2021-06-16,,,,,,,,
3194,BTD,ALLOY,3011.31,400.60,BSC,5274.098479958111,FARM,https://farm.hyperjump.fi,2021-06-16,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
3195,BTD,BUSD,7485.56,80.58,BSC,123.64993118553103,FARM,https://farm.hyperjump.fi,2021-06-16,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
3196,BTD,CHIPS,60318.73,3858.20,BSC,8.476316546425393e+17,FARM,https://chipshop.finance,2021-06-16,,,,,,,,
3197,BTMX,ETH,76234.26,2.01,ETH,2.030280060778078,FARM,https://www.bao.finance,2021-06-16,,,,,,,,
3198,BTR,BUSD,4696324.33,211.89,BSC,727.114849712829,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3199,BTSE,ETH,431607.23,1.24,ETH,1.2476985504809246,FARM,https://www.bao.finance,2021-06-16,,,,,,,,
3200,BTSG,ETH,61.0440125745,1.11565572,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
3201,BTT,BNB,13726497.64,72.50,BSC,106.32469222825046,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3202,BTT,BNB,2267790.62,1.68,BSC,1.6941520434058166,FARM,https://autofarm.network,2021-06-16,,,,,,,,
3203,BTT,BNB,51708.76,24.70,BSC,28.007217583382406,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
3204,BTT,MANY,6641.50,352.23,BSC,3229.5199059056104,FARM,https://manyswap.io,2021-06-16,,,,,,,,
3205,BTU,QUICK,381.61,0.00,MATIC,0.0,FARM,https://quickswap.exchange/#/quick,2021-06-16,,,,,,,,
3206,BUBBLEGUM,BNB,8427.48,669.91,BSC,76284.5374856071,FARM,https://olive.cash/farms,2021-06-16,,,,,,,,
3207,BUGS,ETH,4021.73,1.99,ETH,2.0098771630924883,FARM,https://www.bao.finance,2021-06-16,,,,,,,,
3208,BUIDL,ETH,0.0196345266,0.062126759999999996,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
3209,BUIDL,OXT,0.001395019,0.0,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
3210,BULL,,8421.26,551.69,MATIC,23779.89570828062,FARM,https://polybull.finance,2021-06-16,x,,,low,PolyBull,BULL,https://polybull.finance,https://rugdoc.io/project/polybull-finance/
3211,BULL,,0.00,0,MATIC,0.0,FARM,https://farms.goldenbull.finance,2021-06-16,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
3212,BULL,QUICK,804.92,6282.51,MATIC,1.497233612400397e+27,FARM,https://polybull.finance,2021-06-16,x,,,low,PolyBull,BULL,https://polybull.finance,https://rugdoc.io/project/polybull-finance/
3213,BULL,USDC,5618.21,2760.11,MATIC,35925794701937.99,FARM,https://polybull.finance,2021-06-16,x,,,low,PolyBull,BULL,https://polybull.finance,https://rugdoc.io/project/polybull-finance/
3214,BULL,USDC,5677.21,382.09,MATIC,4374.767434063861,FARM,https://farms.goldenbull.finance,2021-06-16,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
3215,BULL,USDC,8320.04,1308.37,MATIC,38256628.50268135,FARM,https://farms.goldenbull.finance,2021-06-16,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
3216,BULL,WMATIC,4242.53,3534.11,MATIC,4.4680650914626136e+16,FARM,https://polybull.finance,2021-06-16,x,,,low,PolyBull,BULL,https://polybull.finance,https://rugdoc.io/project/polybull-finance/
3217,BULL,WMATIC,4287.01,281.21,MATIC,1546.641038475662,FARM,https://farms.goldenbull.finance,2021-06-16,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
3218,BULL,WMATIC,4683.81,1129.59,MATIC,6782044.110043114,FARM,https://farms.goldenbull.finance,2021-06-16,x,,,low,Goldenbull,GBULL,https://farms.goldenbull.finance,https://rugdoc.io/project/goldenbull/
3219,BULLDOGE,,3400.88,0.79,BSC,0.7931201165736201,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3220,BULLDOGE,AUSSIE,198.45,13.61,BSC,14.576740136897183,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3221,BULLDOGE,BNB,2298.12,1.18,BSC,1.1869701648810072,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3222,BULLDOGE,Cake-LP,5486.38,4.92,BSC,5.042693296500644,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3223,BULLDOGE,DOGE,619.70,4.36,BSC,4.456172565099448,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3224,BULLDOGE,POODL,574.16,4.70,BSC,4.811883771078751,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3225,BULLDOGE,SAFEMOON,513.05,5.26,BSC,5.400396321896173,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3226,BULLDOGE,bDOGEN,9660.68,2.80,BSC,2.839458000968098,FARM,https://dogen.finance,2021-06-16,,,,,,,,
3227,BUNNY,,761472.04,0,BSC,0.0,FARM,https://squirrel.finance,2021-06-16,,,,,,,,
3228,BUNNY,,12588.18,160.91,BSC,398.06655997595,FARM,https://marshmallowdefi.com,2021-06-16,x,,,low,Marshmallow,MASH/TOFY,https://marshmallowdefi.com,https://rugdoc.io/project/marshmellow-defi/
3229,BUNNY,,523.25,260.41,BSC,1239.463758360362,FARM,https://lokum.finance,2021-06-16,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
3230,BUNNY,,3243.23,86.14,BSC,136.4071027089202,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
3231,BUNNY,,85730.80,179.67,BSC,500.31982043430264,FARM,https://caramelswap.finance,2021-06-16,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
3232,BUNNY,,1781.70,203.26,BSC,659.0985202666881,FARM,https://jaguarswap.com,2021-06-16,,,,low,Jaguar,JAGUAR,https://jaguarswap.com,https://rugdoc.io/project/jaguarswap/
3233,BUNNY,,1135.35,165.43,BSC,420.9908917881527,FARM,https://degentoken.finance,2021-06-16,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
3234,BUNNY,,3366.18,111.77,BSC,205.25954003002877,FARM,https://vanillacake.farm,2021-06-16,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
3235,BUNNY,,736.13,0.00,BSC,0.0,FARM,https://gatorswap.xyz,2021-06-16,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
3236,BUNNY,,1311.64,1572982.68,BSC,,FARM,https://mayoswap.com,2021-06-16,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
3237,BUNNY,,2492.52,280.06,BSC,1527.9559725747338,FARM,https://pearldefi.com,2021-06-16,,,,low,Pearl Defi,PEARL,https://pearldefi.com,https://rugdoc.io/project/pearl-defi/
3238,BUNNY,,49230.03,79.88,BSC,122.09325806107296,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
3239,BUNNY,BNB,21994431.74,45.24,BSC,57.16403257194016,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
3240,BUNNY,BNB,28477.37,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-16,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
3241,BUNNY,BNB,2108.85,198.71,BSC,625.5142708804364,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
3242,BUNNY,BNB,9101.12,64.96,BSC,91.36695513448731,FARM,https://farms.pandaswap.xyz,2021-06-16,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
3243,BUNNY,BNB,2558.12,220.62,BSC,802.1036031129446,FARM,https://vanillacake.farm,2021-06-16,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
3244,BUNNY,BNB,35495.92,83.09,BSC,129.3217117599312,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
3245,BUNNY,BUSD,2069.51,202.48,BSC,653.233057411684,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
3246,BUNNY,BUSD,3207.27,175.97,BSC,478.6176687862188,FARM,https://vanillacake.farm,2021-06-16,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
3247,BUNNY,LIME,261.65,1601.52,BSC,641275219.9379424,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
3248,BUNNY,MANY,7908.18,295.81,BSC,1803.3062225795372,FARM,https://manyswap.io,2021-06-16,,,,,,,,
3249,BUNNY,MOK,47734.22,470.89,BSC,10663.907796166868,FARM,https://www.mocktailswap.finance,2021-06-16,,,,high,Mocktail,MOK,https://www.mocktailswap.finance,https://rugdoc.io/project/mocktail/
3250,BUNNY,SEED,642096.66,427.35,BSC,6901.265684097898,FARM,https://app.treedefi.com,2021-06-16,x,,,low,Tree,SEED,https://app.treedefi.com,https://rugdoc.io/project/freedefi/
3251,BURGER,BNB,68697.42,98.36,BSC,167.05303247573335,FARM,https://farms.pandaswap.xyz,2021-06-16,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
3252,BURGER,BNB,336.58,558.02,BSC,25316.258677451446,FARM,https://degentoken.finance,2021-06-16,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
